IDRaw,Choice,Raw,IDCompositionDescription,IDCategory,Carbohydrt,Sugars,OrganicsAcid,Polyols,Alcohol,Fats,Protein,Ash,Fiber_,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,FA_Sat,FA_Mono,FA_Poly,Cholestrl,Emulsifiers,Stabilizers,CocosButter,MilkFats,Presevatives,Flavors,Colors
943,0,"ΠΑΣΤΟΥΡΜΑΣ",451,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
946,0,"ΞΥΔΙ",450,"Α_ΥΛΗ",5.9999999999999998e-02,0.0000000000000000e+00,5.9999999999999998e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
956,0,"ΜΑΧΛΕΠΙ",36,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00
957,0,"ΜΑΝΤΑΡΙΝΙ",447,"Α_ΥΛΗ",1.2000000000000000e-01,5.9999999999999998e-02,5.9999999999999998e-02,0.0000000000000000e+00,0.0000000000000000e+00,5.0000000000000001e-03,5.0000000000000001e-03,5.0000000000000001e-03,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
958,0,"ΜΑΙΝΤΑΝΟΣ",446,"Α_ΥΛΗ",2.1000000000000001e-02,1.7100000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4000000000000000e-02,0.0000000000000000e+00,3.9000000000000003e-03,131,2.09999990e+00,13,173,32,7,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
959,0,"ΛΕΜΟΝΙ",55,"Α_ΥΛΗ",1.2000000000000000e-01,4.0000000000000001e-02,8.0000000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,5.0000000000000001e-04,5.0000000000000001e-03,5.0000000000000001e-03,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
962,0,"ΚΡΑΣΙ ΛΕΥΚΟ",340,"Α_ΥΛΗ",1.1500000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1500000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
964,0,"ΚΟΥΚΟΥΝΑΡΙ",444,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
965,0,"ΚΟΤΟΠΟΥΛΟ ΣΟΥΒΛΑΚΙ ΜΠΕΙΚΟΝ",334,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
967,0,"ΚΕΤΣΑΠ",443,"Α_ΥΛΗ",2.4700000000000000e-01,1.2000000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,1.0000000000000000e-02,0.0000000000000000e+00,1.2700000000000000e-01,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
970,0,"ΚΑΛΑΜΠΟΚΙ",441,"Α_ΥΛΗ",7.0000000000000007e-01,7.0000000000000007e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000001e-02,8.9999999999999997e-02,2.0000000000000000e-02,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
971,0,"ΕΛΙΕΣ ΡΟΔΕΛΑ ΠΡΑΣΙΝΕΣ",322,"Α_ΥΛΗ",1.0000000000000000e-03,1.0000000000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8400000000000000e-01,1.1000000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,94,5.00000000e+00,55,260,91,651,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.60000005e-02,1.40000001e-01,1.79999992e-02,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
972,0,"ΔΥΟΣΜΟΣ",440,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
975,0,"ΒΑΣΙΛΙΚΟΣ ΑΠΟΞΗΡΑΜΕΝΟΣ",434,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
978,0,"ΑΡΤΥΜΑ ΛΕΜΟΝΙ",62,"Α_ΥΛΗ",8.0000000000000002e-02,0.0000000000000000e+00,8.0000000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
979,0,"ΑΝΤΙΔΙΑ",434,"Α_ΥΛΗ",2.2499999999999999e-02,6.9999999999999993e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.0000000000000011e-03,1.0000000000000000e-03,1.5500000000000002e-02,80,8.00000012e-01,4,49,158,41,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
980,0,"ΑΝΙΘΟΣ",434,"Α_ΥΛΗ",1.3000000000000001e-02,2.0000000000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,2.3000000000000000e-02,1.2000000000000000e-02,1.1000000000000001e-02,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
981,0,"ΑΝΑΝΑΣ",438,"Α_ΥΛΗ",8.0000000000000002e-02,8.0000000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-02,5.0000000000000003e-02,5.0000000000000001e-03,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
982,0,"ΑΚΤΙΝΙΔΙΟ",437,"Α_ΥΛΗ",7.3599999999999999e-02,5.2000000000000005e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0000000000000002e-03,4.0000000000000002e-04,2.1600000000000001e-02,22,3.00000012e-01,11,86,150,1,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
988,0,"ΡΟΔΙΑ",457,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
989,0,"ΚΥΔΩΝΙΑ",445,"Α_ΥΛΗ",1.2000000000000000e-01,1.2000000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-02,4.0000000000000001e-02,5.0000000000000001e-03,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
990,0,"ΜΟΣΧΟΚΑΡΥΔΟ",435,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.0000000000000002e-01,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
991,0,"ΚΑΡΥ",435,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00
992,0,"ΣΥΝΑΓΡΙΔΑ",460,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
993,0,"ΜΥΔΙΑ ΨΥΧΑ",449,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
994,0,"ΚΑΣΤΑΝΑ",442,"Α_ΥΛΗ",5.9999999999999998e-01,5.9999999999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000001e-02,1.2000000000000000e-01,1.0000000000000000e-02,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1006,0,"ΧΡΩΜΑ ΚΟΚΚΙΝΟ Ε120",463,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
1014,0,"VANA MONTE 50C",22,"Α_ΥΛΗ",2.9499999999999998e-01,2.8999999999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.9999999999999998e-01,8.5000000000000006e-02,1.0000000000000000e-02,5.0000000000000001e-03,0,0.00000000e+00,0,0,0,30,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.60000014e-01,1.80000007e-01,5.99999987e-02,0,1.0000000000000000e-02,5.0000000000000001e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1015,0,"ΑΝΘΟΤΥΡΟ ΗΠΕΙΡΟΥ",288,"Α_ΥΛΗ",4.8000000000000001e-02,4.8000000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6899999999999998e-01,1.4800000000000002e-01,0.0000000000000000e+00,0.0000000000000000e+00,238,1.60000002e+00,23,461,205,251,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.27499998e-01,2.70000007e-02,1.44999996e-02,58,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1016,0,"ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ",288,"Α_ΥΛΗ",1.0000000000000000e-03,1.0000000000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2400000000000001e-01,2.5700000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,891,4.30000019e+00,51,1542,277,473,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.28000000e-01,5.40000014e-02,4.19999994e-02,110,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2400000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1017,0,"ΒΛΗΤΑ",434,"Α_ΥΛΗ",3.0299999999999997e-02,1.0000000000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4999999999999999e-02,8.0000000000000002e-03,2.9300000000000003e-02,510,1.10000002e+00,165,136,234,4,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1018,0,"ΠΑΡΙΖΑΚΙ ΧΟΙΡΙΝΟ",395,"Α_ΥΛΗ",3.0000000000000001e-03,3.0000000000000001e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2000000000000000e-01,8.6999999999999994e-02,0.0000000000000000e+00,0.0000000000000000e+00,22,1.70000005e+00,35,403,105,426,0.00000000e+00,0.00000000e+00,0.00000000e+00,7.80000016e-02,9.60000008e-02,4.60000001e-02,34,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1019,0,"ΠΑΣΤΑ ΕΛΙΑΣ ΠΡΑΣΙΝΗ",322,"Α_ΥΛΗ",1.0000000000000000e-03,1.0000000000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000001e-01,1.9000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,121,3.09999990e+00,51,295,73,640,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.40000002e-02,1.45999998e-01,2.99999993e-02,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1020,0,"ΠΑΣΤΑ ΕΛΙΑΣ ΚΑΛΑΜΩΝ",322,"Α_ΥΛΗ",3.0000000000000001e-03,3.0000000000000001e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.3299999999999996e-01,1.8000000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,108,3.00000000e+00,50,232,98,579,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.40000018e-02,1.89999998e-01,1.08999997e-01,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1021,0,"ΛΙΝΑΡΙ",464,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1022,0,"ΤΖΕΛ ΕΠΙΚΑΛΥΨΗΣ",,"Α_ΥΛΗ",6.5000000000000002e-01,6.5000000000000002e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1023,0,"ΑΡΩΜΑ ΒΟΥΤΥΡΟΥ",36,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1024,0,"ΑΡΩΜΑ ΠΟΡΤΟΚΑΛΙ",36,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1025,0,"ΧΡΩΜΑ ΚΑΡΑΜΕΛΟΧΡΩΜΑ Ε150",472,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
1026,0,"ΧΡΩΜΑ ΚΙΤΡΙΝΟ Ε100",469,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
1027,0,"ΧΡΩΜΑ ΚΙΤΡΙΝΟ Ε102",470,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
1029,0,"ΧΡΩΜΑ ΚΟΚΚΙΝΟ Ε124",468,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
1030,0,"ΧΡΩΜΑ ΛΕΥΚΟ Ε171",473,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
1031,0,"ΧΡΩΜΑ ΜΠΛΕ Ε133",471,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
