IDStoreControl,IDMarketer,Date,NoApod,Incam
26154,906,"06/05/13 00:00:00",,56.0000
26155,906,"06/06/13 00:00:00",,32.0000
26156,905,"06/05/13 00:00:00",,55.0000
26157,905,"06/06/13 00:00:00",,100.0000
26158,912,"05/29/13 00:00:00",,38.6000
26159,912,"05/30/13 00:00:00",,66.1000
26160,912,"05/31/13 00:00:00",,59.9500
26161,912,"06/01/13 00:00:00",,236.2000
26162,912,"06/03/13 00:00:00",,75.8500
26163,912,"06/04/13 00:00:00",,73.3500
26164,912,"06/05/13 00:00:00",,60.6500
26165,912,"06/06/13 00:00:00",,92.4800
26166,924,"06/07/13 00:00:00",465,977.0000
26167,880,"06/07/13 00:00:00",411,981.9700
26168,970,"06/07/13 00:00:00",212,501.4000
26169,969,"06/07/13 00:00:00",374,836.6800
26170,937,"06/07/13 00:00:00",389,772.1500
26171,890,"06/07/13 00:00:00",310,642.1500
26172,970,"06/08/13 00:00:00",300,884.1500
26173,969,"06/08/13 00:00:00",406,1206.3500
26174,937,"06/08/13 00:00:00",448,1078.4600
26175,924,"06/08/13 00:00:00",444,1170.9500
26176,879,"06/08/13 00:00:00",672,1700.7800
26177,880,"06/08/13 00:00:00",493,1615.9500
26178,890,"06/08/13 00:00:00",382,1042.9500
26179,913,,,0.0000
26180,914,"06/07/13 00:00:00",,88.0000
26181,914,"06/08/13 00:00:00",,195.0000
26182,914,"06/10/13 00:00:00",,81.0000
26183,883,"06/07/13 00:00:00",,62.0000
26184,883,"06/08/13 00:00:00",,112.0000
26185,883,"06/10/13 00:00:00",,62.0000
26186,886,"06/07/13 00:00:00",,91.0000
26187,886,"06/08/13 00:00:00",,130.0000
26188,886,"06/10/13 00:00:00",,103.0000
26189,906,"06/07/13 00:00:00",,32.0000
26190,906,"06/08/13 00:00:00",,75.0000
26191,906,"06/10/13 00:00:00",,32.0000
26192,905,"06/07/13 00:00:00",,66.7000
26193,905,"06/08/13 00:00:00",,126.0000
26194,905,"06/10/13 00:00:00",,58.0000
26195,912,"06/07/13 00:00:00",,53.9400
26196,912,"06/08/13 00:00:00",,252.5000
26197,912,"06/10/13 00:00:00",,33.9000
26198,880,"06/10/13 00:00:00",409,1002.4400
26199,890,"06/10/13 00:00:00",279,590.2000
26200,969,"06/10/13 00:00:00",337,747.7900
26201,879,"06/10/13 00:00:00",541,1268.1500
26202,970,"06/10/13 00:00:00",178,449.7500
26203,937,"06/10/13 00:00:00",391,799.7500
26204,924,"06/10/13 00:00:00",420,929.6000
26205,914,"06/11/13 00:00:00",,90.0000
26206,883,"06/11/13 00:00:00",,62.0000
26207,886,"06/11/13 00:00:00",,80.0000
26208,906,"06/11/13 00:00:00",,29.0000
26209,905,"06/11/13 00:00:00",,73.0000
26210,880,"06/11/13 00:00:00",379,923.6600
26211,924,"06/11/13 00:00:00",469,970.5000
26212,969,"06/11/13 00:00:00",348,845.0000
26213,937,"06/11/13 00:00:00",400,825.6500
26214,890,"06/11/13 00:00:00",298,635.8000
26215,879,"06/11/13 00:00:00",591,1383.1500
26216,970,"06/11/13 00:00:00",204,502.4500
26217,914,"06/12/13 00:00:00",,81.0000
26218,883,"06/12/13 00:00:00",,62.0000
26219,886,"06/12/13 00:00:00",,80.0000
26220,906,"06/12/13 00:00:00",,29.0000
26221,905,"06/12/13 00:00:00",,59.0000
26222,937,"06/12/13 00:00:00",393,849.0500
26223,969,"06/12/13 00:00:00",348,782.6500
26224,970,"06/12/13 00:00:00",218,517.4000
26225,880,"06/12/13 00:00:00",382,876.4500
26226,924,"06/12/13 00:00:00",431,929.3500
26227,890,"06/12/13 00:00:00",297,619.4000
26228,879,"06/12/13 00:00:00",634,1331.4900
26229,969,"06/13/13 00:00:00",346,771.8000
26230,970,"06/13/13 00:00:00",206,505.4000
26231,924,"06/13/13 00:00:00",415,946.7500
26232,890,"06/13/13 00:00:00",297,614.8500
26233,880,"06/13/13 00:00:00",405,978.2200
26234,937,"06/13/13 00:00:00",386,764.2500
26235,879,"06/13/13 00:00:00",578,1281.1200
26236,914,"06/13/13 00:00:00",,81.0000
26237,914,"06/14/13 00:00:00",,81.0000
26238,883,"06/13/13 00:00:00",,55.0000
26239,883,"06/14/13 00:00:00",,62.0000
26240,886,"06/13/13 00:00:00",,80.0000
26241,906,"06/13/13 00:00:00",,36.0000
26242,906,"06/14/13 00:00:00",,33.5000
26243,905,"06/13/13 00:00:00",,97.0000
26244,905,"06/14/13 00:00:00",,58.0000
26245,914,"06/15/13 00:00:00",,171.0000
26246,914,"06/17/13 00:00:00",,81.0000
26247,883,"06/15/13 00:00:00",,112.0000
26248,883,"06/17/13 00:00:00",,62.0000
26249,886,"06/14/13 00:00:00",,91.0000
26250,886,"06/15/13 00:00:00",,155.0000
26251,886,"06/17/13 00:00:00",,92.0000
26252,906,"06/15/13 00:00:00",,55.5000
26253,906,"06/17/13 00:00:00",,27.5000
26254,905,"06/15/13 00:00:00",,100.0000
26255,905,"06/17/13 00:00:00",,52.0000
26256,890,"06/14/13 00:00:00",290,613.8000
26257,880,"06/14/13 00:00:00",396,931.9500
26258,879,"06/14/13 00:00:00",633,1419.2300
26259,969,"06/14/13 00:00:00",363,885.8500
26260,970,"06/14/13 00:00:00",226,511.8500
26261,924,"06/14/13 00:00:00",409,947.6500
26262,937,"06/14/13 00:00:00",378,816.4100
26263,969,"06/15/13 00:00:00",390,1115.8500
26264,879,"06/15/13 00:00:00",639,1806.1900
26265,937,"06/15/13 00:00:00",378,1104.0500
26266,924,"06/15/13 00:00:00",418,1151.1500
26267,880,"06/15/13 00:00:00",489,1535.6500
26268,890,"06/15/13 00:00:00",382,1064.3000
26269,970,"06/15/13 00:00:00",289,807.4000
26270,912,"06/11/13 00:00:00",,41.3000
26271,912,"06/12/13 00:00:00",,39.0500
26272,912,"06/13/13 00:00:00",,71.5000
26273,912,"06/14/13 00:00:00",,71.5000
26274,912,"06/15/13 00:00:00",,156.3400
26275,924,"06/17/13 00:00:00",376,822.8000
26276,937,"06/17/13 00:00:00",350,773.1500
26277,969,"06/17/13 00:00:00",288,685.8600
26278,890,"06/17/13 00:00:00",267,617.7000
26279,970,"06/17/13 00:00:00",195,524.6000
26280,912,"06/17/13 00:00:00",,59.3300
26281,880,"06/17/13 00:00:00",375,873.1400
26282,879,"06/17/13 00:00:00",527,1201.1100
26283,914,"06/18/13 00:00:00",,58.0000
26284,883,"06/18/13 00:00:00",,56.0000
26285,886,"06/18/13 00:00:00",,83.0000
26286,906,"06/18/13 00:00:00",,32.5000
26287,905,"06/18/13 00:00:00",,55.0000
26288,970,"06/18/13 00:00:00",175,456.4500
26289,937,"06/18/13 00:00:00",379,733.9000
26290,880,"06/18/13 00:00:00",317,792.8600
26291,969,"06/18/13 00:00:00",294,662.3500
26292,890,"06/18/13 00:00:00",299,680.7500
26293,879,"06/18/13 00:00:00",562,1265.4700
26294,924,"06/18/13 00:00:00",423,890.2500
26295,914,"06/19/13 00:00:00",,81.0000
26296,883,"06/19/13 00:00:00",,56.0000
26297,886,"06/19/13 00:00:00",,83.0000
26298,906,"06/19/13 00:00:00",,41.0000
26299,905,"06/19/13 00:00:00",,57.0000
26300,883,"06/20/13 00:00:00",,62.0000
26301,886,"06/20/13 00:00:00",,74.0000
26302,906,"06/20/13 00:00:00",,34.0000
26303,905,"06/20/13 00:00:00",,95.0000
26304,914,"06/20/13 00:00:00",,66.0000
26305,924,"06/19/13 00:00:00",369,854.3000
26306,970,"06/19/13 00:00:00",190,439.8000
26307,969,"06/19/13 00:00:00",321,693.0700
26308,937,"06/19/13 00:00:00",364,741.3000
26309,880,"06/19/13 00:00:00",352,792.9500
26310,879,"06/19/13 00:00:00",506,1142.5400
26311,890,"06/19/13 00:00:00",285,610.8000
26312,890,"06/20/13 00:00:00",270,602.3500
26313,924,"06/20/13 00:00:00",362,812.4000
26314,969,"06/20/13 00:00:00",325,736.2800
26315,970,"06/20/13 00:00:00",205,532.4500
26316,880,"06/20/13 00:00:00",351,873.1400
26317,879,"06/20/13 00:00:00",528,1226.2600
26318,937,"06/20/13 00:00:00",380,787.0500
26319,912,"06/18/13 00:00:00",,26.6000
26320,912,"06/19/13 00:00:00",,32.6000
26321,912,"06/20/13 00:00:00",,43.7500
26322,914,"06/21/13 00:00:00",,115.0000
26323,883,"06/21/13 00:00:00",,62.0000
26324,886,"06/21/13 00:00:00",,95.0000
26325,906,"06/21/13 00:00:00",,34.0000
26326,905,"06/21/13 00:00:00",,83.0000
26327,970,"06/21/13 00:00:00",193,476.2500
26328,880,"06/21/13 00:00:00",391,995.2400
26329,937,"06/21/13 00:00:00",406,966.4000
26330,969,"06/21/13 00:00:00",364,846.1500
26331,890,"06/21/13 00:00:00",312,720.4000
26332,924,"06/21/13 00:00:00",395,1000.2500
26333,879,"06/21/13 00:00:00",591,1454.1600
26334,924,"06/22/13 00:00:00",445,1364.4000
26335,969,"06/22/13 00:00:00",413,1285.7500
26336,890,"06/22/13 00:00:00",423,1373.6000
26337,880,"06/22/13 00:00:00",501,1910.5200
26338,937,"06/22/13 00:00:00",482,1408.8500
26339,879,"06/22/13 00:00:00",656,2007.8800
26340,970,"06/22/13 00:00:00",316,1111.0500
26341,914,"06/22/13 00:00:00",,196.0000
26342,914,"06/25/13 00:00:00",,67.0000
26343,883,"06/22/13 00:00:00",,133.0000
26344,883,"06/25/13 00:00:00",,53.0000
26345,906,"06/22/13 00:00:00",,90.0000
26346,906,"06/25/13 00:00:00",,111.0000
26347,905,"06/22/13 00:00:00",,148.0000
26348,905,"06/25/13 00:00:00",,56.0000
26349,886,"06/22/13 00:00:00",,257.0000
26350,886,"06/25/13 00:00:00",,114.0000
26351,879,"06/25/13 00:00:00",570,1336.6200
26352,924,"06/25/13 00:00:00",426,950.4000
26353,970,"06/25/13 00:00:00",228,527.8000
26354,880,"06/25/13 00:00:00",420,1012.9400
26355,969,"06/25/13 00:00:00",333,767.7900
26356,937,"06/25/13 00:00:00",413,860.4000
26357,890,"06/25/13 00:00:00",310,710.3000
26358,914,"06/26/13 00:00:00",,67.0000
26359,883,"06/26/13 00:00:00",,56.0000
26360,886,"06/26/13 00:00:00",,114.0000
26361,906,"06/26/13 00:00:00",,36.0000
26362,905,"06/26/13 00:00:00",,54.0000
26363,912,"06/21/13 00:00:00",,76.8200
26364,912,"06/22/13 00:00:00",,291.7300
26365,912,"06/25/13 00:00:00",,66.2500
26366,969,"06/26/13 00:00:00",333,786.6500
26367,879,"06/26/13 00:00:00",553,1205.4500
26368,937,"06/26/13 00:00:00",374,791.3000
26369,924,"06/26/13 00:00:00",408,871.5000
26370,880,"06/26/13 00:00:00",371,867.0100
26371,890,"06/26/13 00:00:00",259,559.4500
26372,970,"06/26/13 00:00:00",192,465.4500
26373,914,"06/27/13 00:00:00",,67.0000
26374,883,"06/27/13 00:00:00",,51.0000
26375,906,"06/27/13 00:00:00",,34.0000
26376,905,"06/27/13 00:00:00",,96.0000
26377,886,"06/27/13 00:00:00",,113.0000
26378,880,"06/27/13 00:00:00",389,1031.8600
26379,890,"06/27/13 00:00:00",275,622.8500
26380,969,"06/27/13 00:00:00",353,829.9900
26381,924,"06/27/13 00:00:00",418,970.8000
26382,879,"06/27/13 00:00:00",585,1359.2400
26383,937,"06/27/13 00:00:00",439,926.7500
26384,970,"06/27/13 00:00:00",208,469.3500
26385,883,"06/28/13 00:00:00",,56.0000
26386,886,"06/28/13 00:00:00",,139.0000
26387,906,"06/28/13 00:00:00",,44.9000
26388,905,"06/28/13 00:00:00",,65.0000
26389,914,"06/28/13 00:00:00",,67.0000
26390,970,"06/28/13 00:00:00",177,488.9500
26391,880,"06/28/13 00:00:00",407,1045.1700
26392,937,"06/28/13 00:00:00",410,879.9100
26393,890,"06/28/13 00:00:00",267,593.1000
26394,924,"06/28/13 00:00:00",414,897.6500
26395,969,"06/28/13 00:00:00",329,811.5900
26396,879,"06/28/13 00:00:00",610,1406.3500
26397,970,"06/29/13 00:00:00",284,841.0000
26398,880,"06/29/13 00:00:00",497,1584.1700
26399,890,"06/29/13 00:00:00",401,1081.6000
26400,969,"06/29/13 00:00:00",370,1171.2500
26401,937,"06/29/13 00:00:00",431,1094.9500
26402,879,"06/29/13 00:00:00",646,1749.4900
26403,924,"06/29/13 00:00:00",409,1174.3500
26404,914,"06/29/13 00:00:00",,170.0000
26405,914,"07/01/13 00:00:00",,67.0000
26406,883,"06/29/13 00:00:00",,108.0000
26407,883,"07/01/13 00:00:00",,56.0000
26408,886,"06/29/13 00:00:00",,270.0000
26409,886,"07/01/13 00:00:00",,156.0000
26410,906,"06/29/13 00:00:00",,82.0000
26411,906,"07/01/13 00:00:00",,34.0000
26412,905,"06/29/13 00:00:00",,115.0000
26413,905,"07/01/13 00:00:00",,52.0000
26414,912,"06/26/13 00:00:00",,60.6500
26415,912,"06/27/13 00:00:00",,47.3300
26416,912,"06/28/13 00:00:00",,67.2300
26417,912,"06/29/13 00:00:00",,184.2900
26418,969,"07/01/13 00:00:00",332,819.8300
26419,879,"07/01/13 00:00:00",585,1283.4700
26420,924,"07/01/13 00:00:00",418,1009.8500
26421,890,"07/01/13 00:00:00",291,639.0500
26422,880,"07/01/13 00:00:00",397,942.5000
26423,970,"07/01/13 00:00:00",199,489.9500
26424,937,"07/01/13 00:00:00",426,898.6800
26425,969,"07/02/13 00:00:00",307,739.6000
26426,970,"07/02/13 00:00:00",194,450.0000
26427,937,"07/02/13 00:00:00",384,867.8100
26428,924,"07/02/13 00:00:00",421,970.9500
26429,879,"07/02/13 00:00:00",575,1334.8400
26430,880,"07/02/13 00:00:00",414,971.9400
26431,890,"07/02/13 00:00:00",279,607.2000
26432,883,"07/02/13 00:00:00",,56.0000
26433,883,"07/03/13 00:00:00",,69.0000
26434,886,"07/02/13 00:00:00",,156.0000
26435,886,"07/03/13 00:00:00",,146.0000
26436,906,"07/02/13 00:00:00",,34.0000
26437,906,"07/03/13 00:00:00",,47.0000
26438,905,"07/02/13 00:00:00",,61.0000
26439,905,"07/03/13 00:00:00",,72.0000
26440,970,"07/03/13 00:00:00",202,492.3000
26441,890,"07/03/13 00:00:00",307,666.5500
26442,969,"07/03/13 00:00:00",326,746.4600
26443,880,"07/03/13 00:00:00",411,1024.9400
26444,924,"07/03/13 00:00:00",395,947.6000
26445,879,"07/03/13 00:00:00",582,1303.5900
26446,906,"07/04/13 00:00:00",,47.0000
26447,905,"07/04/13 00:00:00",,88.0000
26448,886,"07/04/13 00:00:00",,147.0000
26449,883,"07/04/13 00:00:00",,62.0000
26450,914,"07/04/13 00:00:00",,80.0000
26451,937,"07/04/13 00:00:00",394,806.5500
26452,924,"07/04/13 00:00:00",428,494.3000
26453,970,"07/04/13 00:00:00",194,463.6000
26454,880,"07/04/13 00:00:00",399,1027.3700
26455,879,"07/04/13 00:00:00",586,1317.3700
26456,969,"07/04/13 00:00:00",302,759.2500
26457,890,"07/04/13 00:00:00",271,613.1500
26458,883,"07/05/13 00:00:00",,61.0000
26459,886,"07/05/13 00:00:00",,105.0000
26460,906,"07/05/13 00:00:00",,50.0000
26461,905,"07/05/13 00:00:00",,64.0000
26462,914,"07/05/13 00:00:00",,102.0000
26463,912,"07/01/13 00:00:00",,71.4500
26464,912,"07/02/13 00:00:00",,61.4300
26465,912,"07/03/13 00:00:00",,61.4300
26466,912,"07/04/13 00:00:00",,103.8800
26467,890,"07/05/13 00:00:00",296,624.7500
26468,969,"07/05/13 00:00:00",395,825.9200
26469,924,"07/05/13 00:00:00",426,1020.5500
26470,970,"07/05/13 00:00:00",208,541.3500
26471,937,"07/05/13 00:00:00",421,984.6600
26472,879,"07/05/13 00:00:00",577,1355.5600
26473,880,"07/05/13 00:00:00",413,1106.3000
26474,880,"07/06/13 00:00:00",510,1599.7000
26475,879,"07/06/13 00:00:00",620,1665.0100
26476,937,"07/06/13 00:00:00",456,1101.4000
26477,890,"07/06/13 00:00:00",414,1139.1000
26478,969,"07/06/13 00:00:00",482,1230.4200
26479,924,"07/06/13 00:00:00",389,1224.0000
26480,970,"07/06/13 00:00:00",281,855.5500
26481,883,"07/06/13 00:00:00",,106.0000
26482,883,"07/08/13 00:00:00",,69.0000
26483,886,"07/06/13 00:00:00",,82.0000
26484,886,"07/08/13 00:00:00",,131.0000
26485,906,"07/06/13 00:00:00",,82.0000
26486,906,"07/08/13 00:00:00",,54.0000
26487,914,"07/06/13 00:00:00",,187.0000
26488,914,"07/08/13 00:00:00",,80.0000
26489,905,"07/06/13 00:00:00",,128.0000
26490,905,"07/08/13 00:00:00",,63.0000
26491,880,"07/08/13 00:00:00",348,875.8000
26492,937,"07/08/13 00:00:00",383,808.4500
26493,890,"07/08/13 00:00:00",269,607.1000
26494,879,"07/08/13 00:00:00",525,1278.9000
26495,924,"07/08/13 00:00:00",404,884.0200
26496,970,"07/08/13 00:00:00",194,473.9500
26497,969,"07/08/13 00:00:00",324,750.5000
26498,914,"07/09/13 00:00:00",,86.0000
26499,883,"07/09/13 00:00:00",,65.0000
26500,886,"07/09/13 00:00:00",,150.0000
26501,906,"07/09/13 00:00:00",,47.0000
26502,905,"07/09/13 00:00:00",,57.0000
26503,890,"07/09/13 00:00:00",290,656.2000
26504,969,"07/09/13 00:00:00",317,790.9300
26505,924,"07/09/13 00:00:00",395,885.7500
26506,937,"07/09/13 00:00:00",370,738.8400
26507,879,"07/09/13 00:00:00",580,1387.0700
26508,880,"07/09/13 00:00:00",371,925.0000
26509,970,"07/09/13 00:00:00",185,472.8500
26510,914,"07/10/13 00:00:00",,86.0000
26511,883,"07/10/13 00:00:00",,62.0000
26512,886,"07/10/13 00:00:00",,150.0000
26513,906,"07/10/13 00:00:00",,49.0000
26514,905,"07/10/13 00:00:00",,61.0000
26515,880,"07/10/13 00:00:00",384,953.0000
26516,890,"07/10/13 00:00:00",304,660.1500
26517,924,"07/10/13 00:00:00",406,888.9500
26518,969,"07/10/13 00:00:00",344,835.7700
26519,879,"07/10/13 00:00:00",574,1417.8700
26520,937,"07/10/13 00:00:00",365,779.0000
26521,970,"07/10/13 00:00:00",202,481.6000
26522,914,"07/11/13 00:00:00",,90.0000
26523,883,"07/11/13 00:00:00",,62.0000
26524,886,"07/11/13 00:00:00",,164.0000
26525,906,"07/11/13 00:00:00",,47.0000
26526,905,"07/11/13 00:00:00",,96.0000
26527,912,"07/05/13 00:00:00",,60.0600
26528,912,"07/06/13 00:00:00",,332.7000
26529,912,"07/08/13 00:00:00",,39.4300
26530,912,"07/09/13 00:00:00",,59.7700
26531,912,"07/10/13 00:00:00",,157.8600
26532,970,"07/11/13 00:00:00",208,495.2500
26533,937,"07/11/13 00:00:00",399,799.3000
26534,879,"07/11/13 00:00:00",528,1286.6000
26535,969,"07/11/13 00:00:00",332,780.5000
26536,890,"07/11/13 00:00:00",289,623.6000
26537,924,"07/11/13 00:00:00",334,898.4000
26538,880,"07/11/13 00:00:00",370,944.8200
26539,914,"07/12/13 00:00:00",,80.0000
26540,883,"07/12/13 00:00:00",,62.0000
26541,886,"07/12/13 00:00:00",,176.0000
26542,906,"07/12/13 00:00:00",,27.5000
26543,905,"07/12/13 00:00:00",,56.0000
26544,914,"07/13/13 00:00:00",,216.0000
26545,883,"07/13/13 00:00:00",,122.0000
26546,970,"07/12/13 00:00:00",211,527.6500
26547,890,"07/12/13 00:00:00",356,798.0000
26548,937,"07/12/13 00:00:00",415,972.5500
26549,924,"07/12/13 00:00:00",374,887.3000
26550,880,"07/12/13 00:00:00",400,1074.0100
26551,969,"07/12/13 00:00:00",323,774.6800
26552,879,"07/12/13 00:00:00",573,1426.6200
26553,970,"07/13/13 00:00:00",295,936.7500
26554,924,"07/13/13 00:00:00",388,1093.9000
26555,969,"07/13/13 00:00:00",398,1172.9000
26556,937,"07/13/13 00:00:00",413,1008.6000
26557,890,"07/13/13 00:00:00",410,1117.1500
26558,879,"07/13/13 00:00:00",635,1676.9200
26559,880,"07/13/13 00:00:00",400,1522.3400
26560,914,"07/15/13 00:00:00",,80.0000
26561,883,"07/15/13 00:00:00",,62.0000
26562,906,"07/13/13 00:00:00",,80.0000
26563,906,"07/15/13 00:00:00",,47.0000
26564,905,"07/13/13 00:00:00",,129.0000
26565,905,"07/15/13 00:00:00",,53.0000
26566,879,"07/15/13 00:00:00",563,1359.4800
26567,890,"07/15/13 00:00:00",380,703.6500
26568,970,"07/15/13 00:00:00",192,460.4000
26569,924,"07/15/13 00:00:00",380,925.8000
26570,937,"07/15/13 00:00:00",403,818.2000
26571,880,"07/15/13 00:00:00",359,885.0900
26572,969,"07/15/13 00:00:00",335,825.9500
26573,890,"07/16/13 00:00:00",299,605.0400
26574,969,"07/16/13 00:00:00",345,825.7800
26575,879,"07/16/13 00:00:00",526,1312.5700
26576,937,"07/16/13 00:00:00",379,791.0000
26577,924,"07/16/13 00:00:00",409,920.9500
26578,880,"07/16/13 00:00:00",361,913.3300
26579,970,"07/16/13 00:00:00",198,471.2500
26580,914,"07/16/13 00:00:00",,80.0000
26581,914,"07/17/13 00:00:00",,80.0000
26582,883,"07/16/13 00:00:00",,0.0000
26583,883,"07/17/13 00:00:00",,82.0000
26584,886,"07/13/13 00:00:00",,360.0000
26585,886,"07/15/13 00:00:00",,117.0000
26586,886,"07/16/13 00:00:00",,150.0000
26587,886,"07/17/13 00:00:00",,150.0000
26588,906,"07/16/13 00:00:00",,47.0000
26589,906,"07/17/13 00:00:00",,44.0000
26590,905,"07/16/13 00:00:00",,58.0000
26591,905,"07/17/13 00:00:00",,61.0000
26592,912,"07/11/13 00:00:00",,55.7000
26593,912,"07/12/13 00:00:00",,66.3800
26594,912,"07/13/13 00:00:00",,230.2500
26595,912,"07/15/13 00:00:00",,14.9000
26596,912,"07/16/13 00:00:00",,15.5500
26597,912,"07/17/13 00:00:00",,153.9000
26598,880,"07/17/13 00:00:00",407,1061.5600
26599,879,"07/17/13 00:00:00",557,1385.8800
26600,890,"07/17/13 00:00:00",300,656.4500
26601,937,"07/17/13 00:00:00",384,874.6000
26602,970,"07/17/13 00:00:00",229,592.3500
26603,969,"07/17/13 00:00:00",393,952.3300
26604,924,"07/17/13 00:00:00",421,986.7500
26605,890,"07/18/13 00:00:00",289,600.8000
26606,880,"07/18/13 00:00:00",356,918.3000
26607,937,"07/18/13 00:00:00",386,830.9000
26608,969,"07/18/13 00:00:00",342,824.5500
26609,879,"07/18/13 00:00:00",548,1380.8700
26610,924,"07/18/13 00:00:00",406,911.9500
26611,970,"07/19/13 00:00:00",200,546.5000
26612,880,"07/19/13 00:00:00",400,1091.8400
26613,890,"07/19/13 00:00:00",306,688.6500
26614,937,"07/19/13 00:00:00",388,924.0000
26615,924,"07/19/13 00:00:00",375,937.9500
26616,879,"07/19/13 00:00:00",400,1343.9500
26617,969,"07/19/13 00:00:00",388,957.0200
26618,970,"07/20/13 00:00:00",291,889.1000
26619,890,"07/20/13 00:00:00",399,1214.1000
26620,937,"07/20/13 00:00:00",424,1043.6000
26621,879,"07/20/13 00:00:00",572,1708.7100
26622,969,"07/20/13 00:00:00",368,1160.5600
26623,880,"07/20/13 00:00:00",502,1597.7200
26624,924,"07/20/13 00:00:00",399,1059.5000
26625,914,"07/18/13 00:00:00",,80.0000
26626,914,"07/19/13 00:00:00",,80.0000
26627,914,"07/20/13 00:00:00",,199.0000
26628,914,"07/22/13 00:00:00",,80.0000
26629,883,"07/18/13 00:00:00",,62.0000
26630,883,"07/19/13 00:00:00",,65.0000
26631,883,"07/20/13 00:00:00",,108.0000
26632,883,"07/22/13 00:00:00",,74.0000
26633,886,"07/18/13 00:00:00",,153.0000
26634,886,"07/19/13 00:00:00",,158.0000
26635,886,"07/20/13 00:00:00",,296.0000
26636,886,"07/22/13 00:00:00",,153.0000
26637,906,"07/18/13 00:00:00",,44.0000
26638,906,"07/19/13 00:00:00",,50.0000
26639,906,"07/20/13 00:00:00",,89.0000
26640,906,"07/22/13 00:00:00",,45.0000
26641,905,"07/18/13 00:00:00",,101.0000
26642,905,"07/19/13 00:00:00",,62.0000
26643,905,"07/20/13 00:00:00",,118.0000
26644,905,"07/22/13 00:00:00",,58.0000
26645,970,"07/22/13 00:00:00",188,443.2500
26646,890,"07/22/13 00:00:00",293,657.3500
26647,937,"07/22/13 00:00:00",390,839.6500
26648,879,"07/22/13 00:00:00",555,1367.3700
26649,924,"07/22/13 00:00:00",419,1003.4500
26650,969,"07/22/13 00:00:00",375,966.1100
26651,880,"07/22/13 00:00:00",406,1033.7600
26652,937,"07/23/13 00:00:00",371,789.0000
26653,924,"07/23/13 00:00:00",405,922.4500
26654,879,"07/23/13 00:00:00",538,1335.7200
26655,890,"07/23/13 00:00:00",273,587.1500
26656,970,"07/23/13 00:00:00",180,436.5500
26657,969,"07/23/13 00:00:00",355,842.8800
26658,880,"07/23/13 00:00:00",410,948.4100
26659,914,"07/23/13 00:00:00",,80.0000
26660,914,"07/24/13 00:00:00",,80.0000
26661,886,"07/23/13 00:00:00",,141.0000
26662,886,"07/24/13 00:00:00",,113.0000
26663,906,"07/23/13 00:00:00",,45.0000
26664,906,"07/24/13 00:00:00",,45.0000
26665,905,"07/23/13 00:00:00",,59.0000
26666,905,"07/24/13 00:00:00",,60.0000
26667,883,"07/23/13 00:00:00",,71.0000
26668,883,"07/24/13 00:00:00",,82.0000
26669,912,"07/18/13 00:00:00",0,104.8500
26670,970,"07/24/13 00:00:00",194,497.5000
26671,880,"07/24/13 00:00:00",396,1044.1000
26672,879,"07/24/13 00:00:00",528,1307.1300
26673,924,"07/24/13 00:00:00",388,916.7000
26674,937,"07/24/13 00:00:00",390,882.1000
26675,890,"07/24/13 00:00:00",323,721.5000
26676,969,"07/24/13 00:00:00",385,956.8500
26677,883,"07/25/13 00:00:00",,66.0000
26678,886,"07/25/13 00:00:00",,132.0000
26679,906,"07/25/13 00:00:00",,49.0000
26680,905,"07/25/13 00:00:00",,101.0000
26681,914,"07/25/13 00:00:00",,94.0000
26682,879,"07/25/13 00:00:00",557,1378.0000
26683,880,"07/25/13 00:00:00",400,987.1100
26684,969,"07/25/13 00:00:00",305,857.0400
26685,924,"07/25/13 00:00:00",376,910.1500
26686,890,"07/25/13 00:00:00",304,651.2500
26687,937,"07/25/13 00:00:00",355,755.0500
26688,914,"07/26/13 00:00:00",,99.0000
26689,883,"07/26/13 00:00:00",,75.0000
26690,886,"07/26/13 00:00:00",,130.0000
26691,906,"07/26/13 00:00:00",,45.0000
26692,905,"07/26/13 00:00:00",,57.0000
26693,880,"07/26/13 00:00:00",405,1197.5700
26694,890,"07/26/13 00:00:00",297,678.8500
26695,924,"07/26/13 00:00:00",389,998.2500
26696,879,"07/26/13 00:00:00",556,1446.8500
26697,970,"07/26/13 00:00:00",193,490.1000
26698,937,"07/26/13 00:00:00",374,933.7000
26699,969,"07/26/13 00:00:00",342,913.2100
26700,912,"07/19/13 00:00:00",0,149.6300
26701,880,"07/27/13 00:00:00",482,1674.3700
26702,890,"07/27/13 00:00:00",383,1141.2500
26703,937,"07/27/13 00:00:00",435,1096.6000
26704,879,"07/27/13 00:00:00",557,1683.2800
26705,969,"07/27/13 00:00:00",387,1151.7700
26706,970,"07/27/13 00:00:00",289,809.1000
26707,924,"07/27/13 00:00:00",408,1154.3000
26708,914,"07/27/13 00:00:00",,210.0000
26709,914,"07/29/13 00:00:00",,80.0000
26710,883,"07/27/13 00:00:00",,130.0000
26711,883,"07/29/13 00:00:00",,66.0000
26712,886,"07/27/13 00:00:00",,186.0000
26713,886,"07/29/13 00:00:00",,118.0000
26714,906,"07/27/13 00:00:00",,79.0000
26715,906,"07/29/13 00:00:00",,45.0000
26716,905,"07/27/13 00:00:00",,130.0000
26717,905,"07/29/13 00:00:00",,55.0000
26718,970,"07/29/13 00:00:00",196,474.9000
26719,969,"07/29/13 00:00:00",345,846.8500
